Test File,Status,Anomaly Count,Anomaly Types,Max Severity,Duration,RootCause,Artifacts
mutated_0001.html,failed,0,[],0,0.000893,N/A,{}
mutated_0002.html,failed,0,[],0,0.000508,N/A,{}
mutated_0001.html,failed,0,[],0,0.000987,N/A,{}
mutated_0002.html,failed,0,[],0,0.000658,N/A,{}
mutated_0001.html,failed,0,[],0,0.000683,N/A,{}
mutated_0002.html,failed,0,[],0,0.000553,N/A,{}
