Test File,Status,Anomaly Count,Anomaly Types,Max Severity,Duration,Artifacts
mutated_0001.html,failed,8,"[""layout_shift (check_layout_anomalies)"", ""dom_structure (check_dom_structure)"", ""accessibility_error (check_accessibility)"", ""i18n_issue (check_localization)"", ""i18n_issue (check_localization)"", ""slow_execution (check_performance)"", ""animation_glitch (check_animation_glitches)"", ""console_errors (check_console_errors)""]",3,287.716465,"{""screenshot"": ""/home/dhia/browser-fuzzer/Dissertation/logger/run_20250226_103645/round_001/crash_results/screenshots/mutated_0001.html.png""}"
