Test File,Status,Anomaly Count,Anomaly Types,Max Severity,Duration,RootCause,Artifacts
mutated_0001.html,passed,0,[],0,0,N/A,{}
mutated_0001.html,passed,0,[],0,0,N/A,{}
mutated_0001.html,passed,0,[],0,0,N/A,{}
mutated_0001.html,passed,0,[],0,0,N/A,{}
mutated_0001.html,passed,0,[],0,0,N/A,{}
mutated_0001.html,passed,0,[],0,0,N/A,{}
mutated_0001.html,passed,0,[],0,0,N/A,{}
mutated_0001.html,passed,0,[],0,0,N/A,{}
mutated_0001.html,passed,0,[],0,0,N/A,{}
mutated_0001.html,passed,0,[],0,0,N/A,{}
mutated_0001.html,passed,0,[],0,0,N/A,{}
mutated_0001.html,passed,0,[],0,0,N/A,{}
mutated_0001.html,passed,0,[],0,0,N/A,{}
mutated_0001.html,passed,0,[],0,0,N/A,{}
mutated_0001.html,failed,14,"[""console_errors(check_console_errors)"", ""mixed_content(check_security_issues)"", ""security_header(check_security_issues)"", ""media_playback(check_media_playback)"", ""media_playback(check_media_playback)"", ""media_playback(check_media_playback)"", ""media_playback(check_media_playback)"", ""media_playback(check_media_playback)"", ""media_playback(check_media_playback)"", ""media_playback(check_media_playback)"", ""storage_anomaly(check_storage)"", ""event_failure(check_event_handling)"", ""i18n_issue(check_localization)"", ""slow_execution(check_performance)""]",4,169.551809,N/A,{}
mutated_0002.html,passed,0,[],0,0,N/A,{}
mutated_0002.html,passed,0,[],0,0,N/A,{}
mutated_0002.html,failed,2,"[""console_error(check_console_errors)"", ""security_check_error(check_security_issues)""]",1,999.801167,N/A,{}
