Test File,Status,Anomaly Count,Anomaly Types,Max Severity,Duration,Artifacts
test.html,failed,9,"[""dom_structure (check_dom_structure)"", ""csp_violation (check_security_issues)"", ""accessibility (check_accessibility)"", ""media_playback (check_media_playback)"", ""i18n_issue (check_localization)"", ""i18n_issue (check_localization)"", ""slow_execution (check_performance)"", ""animation_glitch (check_animation_glitches)"", ""console_errors (check_console_errors)""]",4,96.048621,"{""screenshot"": ""/home/dhia/browser-fuzzer/Dissertation/crash-manager/crash_results/screenshots/test.html.png""}"
