Test File,Status,Anomaly Count,Anomaly Types,Max Severity,Duration,Artifacts
mutated_output_001.html,failed,7,"[""dom_structure (check_dom_structure)"", ""csp_violation (check_security_issues)"", ""accessibility_error (check_accessibility)"", ""i18n_issue (check_localization)"", ""i18n_issue (check_localization)"", ""slow_execution (check_performance)"", ""console_errors (check_console_errors)""]",4,198.527327,"{""screenshot"": ""/home/dhia/browser-fuzzer/Dissertation/logger/run_20250221_232718/round_001/crash_results/screenshots/mutated_output_001.html.png""}"
mutated_output_003.html,failed,6,"[""csp_violation (check_security_issues)"", ""accessibility_error (check_accessibility)"", ""i18n_issue (check_localization)"", ""i18n_issue (check_localization)"", ""slow_execution (check_performance)"", ""console_errors (check_console_errors)""]",4,116.140604,"{""screenshot"": ""/home/dhia/browser-fuzzer/Dissertation/logger/run_20250221_232718/round_001/crash_results/screenshots/mutated_output_003.html.png""}"
mutated_output_005.html,failed,6,"[""csp_violation (check_security_issues)"", ""accessibility_error (check_accessibility)"", ""i18n_issue (check_localization)"", ""i18n_issue (check_localization)"", ""slow_execution (check_performance)"", ""console_errors (check_console_errors)""]",4,113.107922,"{""screenshot"": ""/home/dhia/browser-fuzzer/Dissertation/logger/run_20250221_232718/round_001/crash_results/screenshots/mutated_output_005.html.png""}"
mutated_output_002.html,failed,6,"[""csp_violation (check_security_issues)"", ""accessibility_error (check_accessibility)"", ""i18n_issue (check_localization)"", ""i18n_issue (check_localization)"", ""slow_execution (check_performance)"", ""console_errors (check_console_errors)""]",4,124.529871,"{""screenshot"": ""/home/dhia/browser-fuzzer/Dissertation/logger/run_20250221_232718/round_001/crash_results/screenshots/mutated_output_002.html.png""}"
mutated_output_004.html,failed,6,"[""csp_violation (check_security_issues)"", ""accessibility_error (check_accessibility)"", ""i18n_issue (check_localization)"", ""i18n_issue (check_localization)"", ""slow_execution (check_performance)"", ""console_errors (check_console_errors)""]",4,111.249537,"{""screenshot"": ""/home/dhia/browser-fuzzer/Dissertation/logger/run_20250221_232718/round_001/crash_results/screenshots/mutated_output_004.html.png""}"
